run_id,symbol,timeframe,entry_mode,neely_gate,vol_gate,minPlanScore,IS_n_trades,IS_win_rate,IS_profit_factor,IS_expectancy_r,IS_avg_win_r,IS_avg_loss_r,IS_total_r,IS_max_dd_r,IS_max_dd_pct,IS_max_consec_l,IS_cagr_r,IS_exposure,IS_sample_warn,OOS_n_trades,OOS_win_rate,OOS_profit_factor,OOS_expectancy_r,OOS_avg_win_r,OOS_avg_loss_r,OOS_total_r,OOS_max_dd_r,OOS_max_dd_pct,OOS_max_consec_l,OOS_cagr_r,OOS_exposure,OOS_sample_warn,overfit_flag
BTCUSDT_1d_reversion_neely-off_vol-off_mps2.5_default,BTC/USDT,1d,reversion,False,False,2.5,11,0.2727,0.452,-0.4085,1.2337,-1.0243,-4.493,5.199,8.2058,5,-1.446,0.3492,True,8,0.375,0.665,-0.2147,1.1381,-1.0264,-1.718,3.584,0.0,3,-1.287,0.2053,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps2.5_fib_diag_emph,BTC/USDT,1d,reversion,False,False,2.5,12,0.25,0.397,-0.4625,1.2204,-1.0234,-5.549,6.215,9.7999,5,-1.786,0.3104,True,8,0.25,0.307,-0.533,0.9436,-1.0252,-4.264,4.607,0.0,3,-3.196,0.2177,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps3.0_default,BTC/USDT,1d,reversion,False,False,3.0,7,0.2857,0.335,-0.4863,0.8559,-1.0232,-3.404,5.116,8.0741,5,-1.096,0.2575,True,8,0.375,0.665,-0.2147,1.1381,-1.0264,-1.718,3.584,0.0,3,-1.287,0.2053,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps3.0_fib_diag_emph,BTC/USDT,1d,reversion,False,False,3.0,11,0.2727,0.446,-0.413,1.2204,-1.0256,-4.543,6.215,9.7999,5,-1.462,0.2919,True,8,0.25,0.307,-0.533,0.9436,-1.0252,-4.264,4.607,0.0,3,-3.196,0.2177,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps4.0_default,BTC/USDT,1d,reversion,False,False,4.0,6,0.1667,0.124,-0.747,0.6336,-1.0232,-4.482,5.116,8.0741,5,-1.443,0.2566,True,4,0.25,0.509,-0.3738,1.5482,-1.0144,-1.495,3.043,0.0,3,-1.121,0.191,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps4.0_fib_diag_emph,BTC/USDT,1d,reversion,False,False,4.0,8,0.25,0.273,-0.5575,0.8358,-1.022,-4.46,6.132,9.669,6,-1.436,0.261,True,7,0.2857,0.37,-0.4596,0.9436,-1.0208,-3.217,3.559,0.0,3,-2.411,0.2177,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps2.5_default,BTC/USDT,1d,reversion,False,False,2.5,11,0.2727,0.452,-0.4085,1.2337,-1.0243,-4.493,5.199,8.2058,5,-1.446,0.3492,True,8,0.375,0.665,-0.2147,1.1381,-1.0264,-1.718,3.584,0.0,3,-1.287,0.2053,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps2.5_fib_diag_emph,BTC/USDT,1d,reversion,False,False,2.5,12,0.25,0.397,-0.4625,1.2204,-1.0234,-5.549,6.215,9.7999,5,-1.786,0.3104,True,8,0.25,0.307,-0.533,0.9436,-1.0252,-4.264,4.607,0.0,3,-3.196,0.2177,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps3.0_default,BTC/USDT,1d,reversion,False,False,3.0,7,0.2857,0.335,-0.4863,0.8559,-1.0232,-3.404,5.116,8.0741,5,-1.096,0.2575,True,8,0.375,0.665,-0.2147,1.1381,-1.0264,-1.718,3.584,0.0,3,-1.287,0.2053,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps3.0_fib_diag_emph,BTC/USDT,1d,reversion,False,False,3.0,11,0.2727,0.446,-0.413,1.2204,-1.0256,-4.543,6.215,9.7999,5,-1.462,0.2919,True,8,0.25,0.307,-0.533,0.9436,-1.0252,-4.264,4.607,0.0,3,-3.196,0.2177,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps4.0_default,BTC/USDT,1d,reversion,False,False,4.0,6,0.1667,0.124,-0.747,0.6336,-1.0232,-4.482,5.116,8.0741,5,-1.443,0.2566,True,4,0.25,0.509,-0.3738,1.5482,-1.0144,-1.495,3.043,0.0,3,-1.121,0.191,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps4.0_fib_diag_emph,BTC/USDT,1d,reversion,False,False,4.0,8,0.25,0.273,-0.5575,0.8358,-1.022,-4.46,6.132,9.669,6,-1.436,0.261,True,7,0.2857,0.37,-0.4596,0.9436,-1.0208,-3.217,3.559,0.0,3,-2.411,0.2177,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps2.5_default,BTC/USDT,1d,reversion,False,False,2.5,11,0.2727,0.452,-0.4085,1.2337,-1.0243,-4.493,5.199,8.2058,5,-1.446,0.3492,True,8,0.375,0.665,-0.2147,1.1381,-1.0264,-1.718,3.584,0.0,3,-1.287,0.2053,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps2.5_fib_diag_emph,BTC/USDT,1d,reversion,False,False,2.5,12,0.25,0.397,-0.4625,1.2204,-1.0234,-5.549,6.215,9.7999,5,-1.786,0.3104,True,8,0.25,0.307,-0.533,0.9436,-1.0252,-4.264,4.607,0.0,3,-3.196,0.2177,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps3.0_default,BTC/USDT,1d,reversion,False,False,3.0,7,0.2857,0.335,-0.4863,0.8559,-1.0232,-3.404,5.116,8.0741,5,-1.096,0.2575,True,8,0.375,0.665,-0.2147,1.1381,-1.0264,-1.718,3.584,0.0,3,-1.287,0.2053,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps3.0_fib_diag_emph,BTC/USDT,1d,reversion,False,False,3.0,11,0.2727,0.446,-0.413,1.2204,-1.0256,-4.543,6.215,9.7999,5,-1.462,0.2919,True,8,0.25,0.307,-0.533,0.9436,-1.0252,-4.264,4.607,0.0,3,-3.196,0.2177,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps4.0_default,BTC/USDT,1d,reversion,False,False,4.0,6,0.1667,0.124,-0.747,0.6336,-1.0232,-4.482,5.116,8.0741,5,-1.443,0.2566,True,4,0.25,0.509,-0.3738,1.5482,-1.0144,-1.495,3.043,0.0,3,-1.121,0.191,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps4.0_fib_diag_emph,BTC/USDT,1d,reversion,False,False,4.0,8,0.25,0.273,-0.5575,0.8358,-1.022,-4.46,6.132,9.669,6,-1.436,0.261,True,7,0.2857,0.37,-0.4596,0.9436,-1.0208,-3.217,3.559,0.0,3,-2.411,0.2177,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps2.5_default,BTC/USDT,1d,reversion,False,False,2.5,11,0.2727,0.452,-0.4085,1.2337,-1.0243,-4.493,5.199,8.2058,5,-1.446,0.3492,True,8,0.375,0.665,-0.2147,1.1381,-1.0264,-1.718,3.584,0.0,3,-1.287,0.2053,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps2.5_fib_diag_emph,BTC/USDT,1d,reversion,False,False,2.5,12,0.25,0.397,-0.4625,1.2204,-1.0234,-5.549,6.215,9.7999,5,-1.786,0.3104,True,8,0.25,0.307,-0.533,0.9436,-1.0252,-4.264,4.607,0.0,3,-3.196,0.2177,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps3.0_default,BTC/USDT,1d,reversion,False,False,3.0,7,0.2857,0.335,-0.4863,0.8559,-1.0232,-3.404,5.116,8.0741,5,-1.096,0.2575,True,8,0.375,0.665,-0.2147,1.1381,-1.0264,-1.718,3.584,0.0,3,-1.287,0.2053,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps3.0_fib_diag_emph,BTC/USDT,1d,reversion,False,False,3.0,11,0.2727,0.446,-0.413,1.2204,-1.0256,-4.543,6.215,9.7999,5,-1.462,0.2919,True,8,0.25,0.307,-0.533,0.9436,-1.0252,-4.264,4.607,0.0,3,-3.196,0.2177,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps4.0_default,BTC/USDT,1d,reversion,False,False,4.0,6,0.1667,0.124,-0.747,0.6336,-1.0232,-4.482,5.116,8.0741,5,-1.443,0.2566,True,4,0.25,0.509,-0.3738,1.5482,-1.0144,-1.495,3.043,0.0,3,-1.121,0.191,True,False
BTCUSDT_1d_reversion_neely-off_vol-off_mps4.0_fib_diag_emph,BTC/USDT,1d,reversion,False,False,4.0,8,0.25,0.273,-0.5575,0.8358,-1.022,-4.46,6.132,9.669,6,-1.436,0.261,True,7,0.2857,0.37,-0.4596,0.9436,-1.0208,-3.217,3.559,0.0,3,-2.411,0.2177,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps2.5_default,BTC/USDT,1d,breakout,False,False,2.5,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps2.5_fib_diag_emph,BTC/USDT,1d,breakout,False,False,2.5,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps3.0_default,BTC/USDT,1d,breakout,False,False,3.0,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps3.0_fib_diag_emph,BTC/USDT,1d,breakout,False,False,3.0,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps4.0_default,BTC/USDT,1d,breakout,False,False,4.0,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps4.0_fib_diag_emph,BTC/USDT,1d,breakout,False,False,4.0,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps2.5_default,BTC/USDT,1d,breakout,False,False,2.5,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps2.5_fib_diag_emph,BTC/USDT,1d,breakout,False,False,2.5,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps3.0_default,BTC/USDT,1d,breakout,False,False,3.0,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps3.0_fib_diag_emph,BTC/USDT,1d,breakout,False,False,3.0,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps4.0_default,BTC/USDT,1d,breakout,False,False,4.0,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps4.0_fib_diag_emph,BTC/USDT,1d,breakout,False,False,4.0,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps2.5_default,BTC/USDT,1d,breakout,False,False,2.5,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps2.5_fib_diag_emph,BTC/USDT,1d,breakout,False,False,2.5,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps3.0_default,BTC/USDT,1d,breakout,False,False,3.0,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps3.0_fib_diag_emph,BTC/USDT,1d,breakout,False,False,3.0,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps4.0_default,BTC/USDT,1d,breakout,False,False,4.0,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps4.0_fib_diag_emph,BTC/USDT,1d,breakout,False,False,4.0,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps2.5_default,BTC/USDT,1d,breakout,False,False,2.5,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps2.5_fib_diag_emph,BTC/USDT,1d,breakout,False,False,2.5,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps3.0_default,BTC/USDT,1d,breakout,False,False,3.0,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps3.0_fib_diag_emph,BTC/USDT,1d,breakout,False,False,3.0,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps4.0_default,BTC/USDT,1d,breakout,False,False,4.0,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_breakout_neely-off_vol-off_mps4.0_fib_diag_emph,BTC/USDT,1d,breakout,False,False,4.0,40,0.525,2.254,0.3565,1.2207,-0.5986,14.261,4.39,0.3256,4,4.59,0.537,False,27,0.3333,1.403,0.138,1.4425,-0.5142,3.726,4.352,2.1907,6,2.793,0.2136,True,False
BTCUSDT_1d_both_neely-off_vol-off_mps2.5_default,BTC/USDT,1d,both,False,False,2.5,28,0.3929,0.689,-0.1367,0.7695,-0.723,-3.827,8.694,3.3135,6,-1.232,0.4515,True,20,0.25,0.785,-0.0777,1.137,-0.4826,-1.554,5.407,2.7216,6,-1.165,0.2053,True,False
BTCUSDT_1d_both_neely-off_vol-off_mps2.5_fib_diag_emph,BTC/USDT,1d,both,False,False,2.5,30,0.4,0.634,-0.1625,0.7028,-0.7393,-4.874,9.71,3.6998,7,-1.569,0.4127,False,20,0.2,0.503,-0.205,1.0395,-0.5162,-4.101,6.43,3.2366,6,-3.073,0.2177,True,False
BTCUSDT_1d_both_neely-off_vol-off_mps3.0_default,BTC/USDT,1d,both,False,False,3.0,40,0.525,1.991,0.3078,1.1779,-0.6538,12.313,3.48,0.368,5,3.963,0.4656,False,20,0.25,0.785,-0.0777,1.137,-0.4826,-1.554,5.407,2.7216,6,-1.165,0.2053,True,True
BTCUSDT_1d_both_neely-off_vol-off_mps3.0_fib_diag_emph,BTC/USDT,1d,both,False,False,3.0,33,0.4545,0.941,-0.0239,0.8348,-0.7395,-0.79,9.71,3.6998,7,-0.254,0.4286,False,20,0.2,0.503,-0.205,1.0395,-0.5162,-4.101,6.43,3.2366,6,-3.073,0.2177,True,False
BTCUSDT_1d_both_neely-off_vol-off_mps4.0_default,BTC/USDT,1d,both,False,False,4.0,42,0.5,1.775,0.2665,1.2211,-0.6881,11.192,5.409,0.519,5,3.602,0.4929,False,21,0.2857,0.826,-0.0596,0.9882,-0.4788,-1.252,5.327,2.6812,5,-0.939,0.1828,True,True
BTCUSDT_1d_both_neely-off_vol-off_mps4.0_fib_diag_emph,BTC/USDT,1d,both,False,False,4.0,42,0.5,1.709,0.2439,1.176,-0.6881,10.245,5.508,0.5824,7,3.298,0.4718,False,19,0.2105,0.562,-0.1881,1.1465,-0.544,-3.574,6.331,3.1869,6,-2.679,0.3285,True,True
BTCUSDT_1d_both_neely-off_vol-off_mps2.5_default,BTC/USDT,1d,both,False,False,2.5,28,0.3929,0.689,-0.1367,0.7695,-0.723,-3.827,8.694,3.3135,6,-1.232,0.4515,True,20,0.25,0.785,-0.0777,1.137,-0.4826,-1.554,5.407,2.7216,6,-1.165,0.2053,True,False
BTCUSDT_1d_both_neely-off_vol-off_mps2.5_fib_diag_emph,BTC/USDT,1d,both,False,False,2.5,30,0.4,0.634,-0.1625,0.7028,-0.7393,-4.874,9.71,3.6998,7,-1.569,0.4127,False,20,0.2,0.503,-0.205,1.0395,-0.5162,-4.101,6.43,3.2366,6,-3.073,0.2177,True,False
BTCUSDT_1d_both_neely-off_vol-off_mps3.0_default,BTC/USDT,1d,both,False,False,3.0,40,0.525,1.991,0.3078,1.1779,-0.6538,12.313,3.48,0.368,5,3.963,0.4656,False,20,0.25,0.785,-0.0777,1.137,-0.4826,-1.554,5.407,2.7216,6,-1.165,0.2053,True,True
BTCUSDT_1d_both_neely-off_vol-off_mps3.0_fib_diag_emph,BTC/USDT,1d,both,False,False,3.0,33,0.4545,0.941,-0.0239,0.8348,-0.7395,-0.79,9.71,3.6998,7,-0.254,0.4286,False,20,0.2,0.503,-0.205,1.0395,-0.5162,-4.101,6.43,3.2366,6,-3.073,0.2177,True,False
BTCUSDT_1d_both_neely-off_vol-off_mps4.0_default,BTC/USDT,1d,both,False,False,4.0,42,0.5,1.775,0.2665,1.2211,-0.6881,11.192,5.409,0.519,5,3.602,0.4929,False,21,0.2857,0.826,-0.0596,0.9882,-0.4788,-1.252,5.327,2.6812,5,-0.939,0.1828,True,True
BTCUSDT_1d_both_neely-off_vol-off_mps4.0_fib_diag_emph,BTC/USDT,1d,both,False,False,4.0,42,0.5,1.709,0.2439,1.176,-0.6881,10.245,5.508,0.5824,7,3.298,0.4718,False,19,0.2105,0.562,-0.1881,1.1465,-0.544,-3.574,6.331,3.1869,6,-2.679,0.3285,True,True
BTCUSDT_1d_both_neely-off_vol-off_mps2.5_default,BTC/USDT,1d,both,False,False,2.5,28,0.3929,0.689,-0.1367,0.7695,-0.723,-3.827,8.694,3.3135,6,-1.232,0.4515,True,20,0.25,0.785,-0.0777,1.137,-0.4826,-1.554,5.407,2.7216,6,-1.165,0.2053,True,False
BTCUSDT_1d_both_neely-off_vol-off_mps2.5_fib_diag_emph,BTC/USDT,1d,both,False,False,2.5,30,0.4,0.634,-0.1625,0.7028,-0.7393,-4.874,9.71,3.6998,7,-1.569,0.4127,False,20,0.2,0.503,-0.205,1.0395,-0.5162,-4.101,6.43,3.2366,6,-3.073,0.2177,True,False
BTCUSDT_1d_both_neely-off_vol-off_mps3.0_default,BTC/USDT,1d,both,False,False,3.0,40,0.525,1.991,0.3078,1.1779,-0.6538,12.313,3.48,0.368,5,3.963,0.4656,False,20,0.25,0.785,-0.0777,1.137,-0.4826,-1.554,5.407,2.7216,6,-1.165,0.2053,True,True
BTCUSDT_1d_both_neely-off_vol-off_mps3.0_fib_diag_emph,BTC/USDT,1d,both,False,False,3.0,33,0.4545,0.941,-0.0239,0.8348,-0.7395,-0.79,9.71,3.6998,7,-0.254,0.4286,False,20,0.2,0.503,-0.205,1.0395,-0.5162,-4.101,6.43,3.2366,6,-3.073,0.2177,True,False
BTCUSDT_1d_both_neely-off_vol-off_mps4.0_default,BTC/USDT,1d,both,False,False,4.0,42,0.5,1.775,0.2665,1.2211,-0.6881,11.192,5.409,0.519,5,3.602,0.4929,False,21,0.2857,0.826,-0.0596,0.9882,-0.4788,-1.252,5.327,2.6812,5,-0.939,0.1828,True,True
BTCUSDT_1d_both_neely-off_vol-off_mps4.0_fib_diag_emph,BTC/USDT,1d,both,False,False,4.0,42,0.5,1.709,0.2439,1.176,-0.6881,10.245,5.508,0.5824,7,3.298,0.4718,False,19,0.2105,0.562,-0.1881,1.1465,-0.544,-3.574,6.331,3.1869,6,-2.679,0.3285,True,True
BTCUSDT_1d_both_neely-off_vol-off_mps2.5_default,BTC/USDT,1d,both,False,False,2.5,28,0.3929,0.689,-0.1367,0.7695,-0.723,-3.827,8.694,3.3135,6,-1.232,0.4515,True,20,0.25,0.785,-0.0777,1.137,-0.4826,-1.554,5.407,2.7216,6,-1.165,0.2053,True,False
BTCUSDT_1d_both_neely-off_vol-off_mps2.5_fib_diag_emph,BTC/USDT,1d,both,False,False,2.5,30,0.4,0.634,-0.1625,0.7028,-0.7393,-4.874,9.71,3.6998,7,-1.569,0.4127,False,20,0.2,0.503,-0.205,1.0395,-0.5162,-4.101,6.43,3.2366,6,-3.073,0.2177,True,False
BTCUSDT_1d_both_neely-off_vol-off_mps3.0_default,BTC/USDT,1d,both,False,False,3.0,40,0.525,1.991,0.3078,1.1779,-0.6538,12.313,3.48,0.368,5,3.963,0.4656,False,20,0.25,0.785,-0.0777,1.137,-0.4826,-1.554,5.407,2.7216,6,-1.165,0.2053,True,True
BTCUSDT_1d_both_neely-off_vol-off_mps3.0_fib_diag_emph,BTC/USDT,1d,both,False,False,3.0,33,0.4545,0.941,-0.0239,0.8348,-0.7395,-0.79,9.71,3.6998,7,-0.254,0.4286,False,20,0.2,0.503,-0.205,1.0395,-0.5162,-4.101,6.43,3.2366,6,-3.073,0.2177,True,False
BTCUSDT_1d_both_neely-off_vol-off_mps4.0_default,BTC/USDT,1d,both,False,False,4.0,42,0.5,1.775,0.2665,1.2211,-0.6881,11.192,5.409,0.519,5,3.602,0.4929,False,21,0.2857,0.826,-0.0596,0.9882,-0.4788,-1.252,5.327,2.6812,5,-0.939,0.1828,True,True
BTCUSDT_1d_both_neely-off_vol-off_mps4.0_fib_diag_emph,BTC/USDT,1d,both,False,False,4.0,42,0.5,1.709,0.2439,1.176,-0.6881,10.245,5.508,0.5824,7,3.298,0.4718,False,19,0.2105,0.562,-0.1881,1.1465,-0.544,-3.574,6.331,3.1869,6,-2.679,0.3285,True,True
BTCUSDT_4h_reversion_neely-off_vol-off_mps2.5_default,BTC/USDT,4h,reversion,False,False,2.5,98,0.2449,0.586,-0.3326,1.9212,-1.0636,-32.598,32.6,13876.0245,12,-10.491,0.2816,False,43,0.3256,0.89,-0.0794,1.9642,-1.066,-3.413,10.013,1.9277,8,-2.563,0.2893,False,False
BTCUSDT_4h_reversion_neely-off_vol-off_mps2.5_fib_diag_emph,BTC/USDT,4h,reversion,False,False,2.5,107,0.271,0.661,-0.2631,1.8909,-1.0639,-28.149,29.852,17.5232,10,-9.059,0.2983,False,41,0.3415,0.935,-0.0458,1.9242,-1.0672,-1.877,11.102,1.6417,8,-1.409,0.2989,False,False
BTCUSDT_4h_reversion_neely-off_vol-off_mps3.0_default,BTC/USDT,4h,reversion,False,False,3.0,82,0.2683,0.646,-0.2763,1.8771,-1.0659,-22.658,22.658,0.0,9,-7.292,0.2163,False,35,0.4,1.266,0.1699,2.0222,-1.065,5.945,6.593,1.1405,6,4.464,0.2503,False,False
BTCUSDT_4h_reversion_neely-off_vol-off_mps3.0_fib_diag_emph,BTC/USDT,4h,reversion,False,False,3.0,100,0.28,0.688,-0.2391,1.8827,-1.0642,-23.906,24.65,33.1478,8,-7.694,0.2585,False,40,0.35,0.977,-0.0161,1.9368,-1.0676,-0.642,11.117,1.4187,8,-0.482,0.2835,False,False
BTCUSDT_4h_reversion_neely-off_vol-off_mps4.0_default,BTC/USDT,4h,reversion,False,False,4.0,39,0.2821,0.617,-0.293,1.6739,-1.0657,-11.427,13.26,7.2356,6,-3.677,0.1515,False,21,0.3333,0.85,-0.1057,1.7922,-1.0547,-2.22,6.155,1.5643,4,-1.667,0.1347,True,False
BTCUSDT_4h_reversion_neely-off_vol-off_mps4.0_fib_diag_emph,BTC/USDT,4h,reversion,False,False,4.0,73,0.3014,0.698,-0.2239,1.7199,-1.0623,-16.343,16.828,0.0,7,-5.259,0.211,False,29,0.3793,1.012,0.0082,1.7783,-1.0735,0.237,7.81,0.9967,7,0.178,0.1563,True,False
BTCUSDT_4h_reversion_neely-off_vol-off_mps2.5_default,BTC/USDT,4h,reversion,False,False,2.5,98,0.2449,0.586,-0.3326,1.9212,-1.0636,-32.598,32.6,13876.0245,12,-10.491,0.2816,False,43,0.3256,0.89,-0.0794,1.9642,-1.066,-3.413,10.013,1.9277,8,-2.563,0.2893,False,False
BTCUSDT_4h_reversion_neely-off_vol-off_mps2.5_fib_diag_emph,BTC/USDT,4h,reversion,False,False,2.5,107,0.271,0.661,-0.2631,1.8909,-1.0639,-28.149,29.852,17.5232,10,-9.059,0.2983,False,41,0.3415,0.935,-0.0458,1.9242,-1.0672,-1.877,11.102,1.6417,8,-1.409,0.2989,False,False
BTCUSDT_4h_reversion_neely-off_vol-off_mps3.0_default,BTC/USDT,4h,reversion,False,False,3.0,82,0.2683,0.646,-0.2763,1.8771,-1.0659,-22.658,22.658,0.0,9,-7.292,0.2163,False,35,0.4,1.266,0.1699,2.0222,-1.065,5.945,6.593,1.1405,6,4.464,0.2503,False,False
BTCUSDT_4h_reversion_neely-off_vol-off_mps3.0_fib_diag_emph,BTC/USDT,4h,reversion,False,False,3.0,100,0.28,0.688,-0.2391,1.8827,-1.0642,-23.906,24.65,33.1478,8,-7.694,0.2585,False,40,0.35,0.977,-0.0161,1.9368,-1.0676,-0.642,11.117,1.4187,8,-0.482,0.2835,False,False
